CTNNB1
ME1
MLK4
MLLT1
MTNR1A
MUC5B
MYH8
MYZAP
NCOA2
NCOR2
NEB
NLRP11
NRG1
OBSL1
OR2V2
OR51A7
OR51E1
OR5L2
OR5M10
OR8B2
PACS2
PAX1
PCBP1
PCDHA9
PCDHB5
PCDHGA4
PDIA5
PFKFB3
PGBD1
PIK3R3
PILRA
PLXNA4
POLR2C
PPP1R16B
PTCHD4
PTPRD
RAB38
RABEP2
RHOA
RHOB
RNF213
ROS1
RP1
RPGRIP1
RPRM
RRBP1
RXRA
SDCCAG8
SEC61A2
SERTAD3
SIGLEC7
SLC26A5
SLC29A1
SLC2A4RG
SLC30A6
SLC6A9
SLC7A10
SMARCA2
SMARCA4
SPSB3
SRC
SSPO
STXBP1
SYNE1
TCIRG1
TLE4
TMEM225
TMPRSS11E
TOM1L2
UBE4A
UBQLN2
WHSC1
WNK2
WNT2
ZBED1
ZNF229
ZNF565
ABCA12
ACTN3
ADGRL3
CDK11B
CENPE
CLK3
CNTNAP2
CRYM
CTNNA3
CXCR4
DHX58
EGFR
FAH
FAM124A
FAM71E2
FBXW7
FCHSD1
FLT4
FOXO3
FREM2
GPR173
HAP1
HLA-A
ICE1
KALRN
KANSL1
KCNJ12
KMT2B
LRRC32
LRRC43
MAN2B1
MAP3K5
MED12
MGAT3
MORC4
MTMR7
MUC4
MYH7B
MYO15A
NACAD
NADK
NAV2
NBPF14
NHS
NUP155
NWD1
NYAP2
OR4C3
OR8B12
PCDHA5
PCDHB14
PCNXL3
PCYOX1
PDIA4
PLCB4
POLRMT
RAB8B
RANBP6
RBFOX1
RBM5
SDPR
SERPINI2
SLAMF8
SLC6A19
SSH3
SUPT20H
TBL1XR1
TCP11X2
TGM5
THSD7A
UGT1A5
YAP1
ZDHHC19
ZMYND12
ACAA1
ACACB
ACKR3
ACVR1B
ADAMTS4
ADGB
AFF2
AHRR
ALDH1A2
ANK3
APC
APOBR
ARHGAP20
ARHGAP31
ARHGEF26
ARHGEF3
ARID2
ASAP3
ASB5
ASIC4
ATM
ATP2A2
AXL
BACH2
BBX
BEND5
BPIFB1
BRAF
BTBD7
C6orf10
CACNA1C
CAMK1D
CCDC140
CCDC17
CCNL2
CD200R1L
CDH6
CDH7
CEMIP
CERKL
CFAP45
CFAP69
CHAT
CHD6
CHD8
CHRD
CLEC4F
CNGB1
COL7A1
CRTC3
CTNNA1
CTNNA2
CYP11B1
CYP26B1
DCTN2
DENND5A
DFNB31
DISP2
DLC1
DNAH1
DNAH11
DNAH2
DNAH6
DNAJC16
DNM3
DPP10
DSTYK
EPHA4
EPRS
EPSTI1
ERBB4
ERRFI1
EXOC1
F11
FAM102A
FAM135A
FAM135B
FAM179B
FAM189A2
FAN1
FANCM
FAT2
FBF1
FHAD1
FLRT1
FNDC3B
FOXRED1
FRMPD1
FRY
FSCB
FYB
FYCO1
GABRB2
GLB1L2
GPR158
GPR20
GPRASP1
GREB1L
GRK6
GTF2IRD1
GUCY1B3
GUCY2C
HEATR4
HHIP
HLA-C
IGDCC3
IGF2R
IL20RA
INSRR
ITGA7
ITSN2
JUP
KCTD18
KDM5B
KIAA2012
KIF3A
KLHL30
KLHL6
LEMD3
LILRB5
LOXL4
LRIG1
LRRC47
LYN
LZTR1
LZTS2
MAMLD1
MAN2C1
MAP7
MDGA2
MED24
MFGE8
MIA3
MTA2
MTOR
MUC16
MYH15
N4BP2
NBEAL2
NDST3
NDUFS1
NES
NOL6
NPBWR1
NRAS
NUP210
NUTM1
OAS2
OPN1SW
OR2M2
OR4A15
OR56A4
OR5H14
OR6K6
OTOG
OVCH1
PADI1
PASK
PER3
PI15
PIEZO1
PLCH2
PLEKHH1
PNPLA8
POLE
POSTN
POTEB3
PPP4R4
PPP6R2
PRAMEF20
PRAMEF8
PRDM9
PRKD3
PRPF6
PRR23B
PTPRK
PUS3
RABGGTA
RARB
RASAL3
RASEF
RBM42
RCN3
RGAG1
RNF43
RPA1
RTTN
SCARA5
SFPQ
SH2D3C
SLC11A1
SLC12A1
SLC13A1
SLC37A4
SLC41A3
SLIT1
SMAD4
SMARCAD1
SMC4
SMCHD1
SOX9
SPAG5
SPATA31A1
SPEF2
SPTA1
SPTBN1
SREBF1
STK31
SV2C
SYTL5
TAS1R3
TCF12
TGFBR1
THOC2
TICRR
TJP2
TLK2
TMEM175
TRERF1
TRIM71
TRIOBP
TTLL2
TTLL8
UBR1
USP28
USP3
VAV3
VPS4A
VPS52
WASF3
ZMYND8
ZNF174
ZNF493
ZNF559
ZNF564
ZNF587
ZNF619
ZNF646
ZNF860
ZNF99
ZYG11A
CARD11
IRF4
P2RY8
CDH11
IVL
OBSCN
OR4C16
PCDHA10
PKHD1L1
PXDNL
ZNF804B
ADGRL2
COL24A1
DOCK1
DYSF
FAM71B
FRMD7
HCN2
KIAA1217
MYO1B
PDE6B
PDZD2
PIK3R1
PKD1L1
RNF17
SEMA3C
SLC1A6
SLC5A7
SLC6A3
ST14
TRAF3
TTI1
UBASH3A
UBR4
XDH
ABCC8
ADAMTS9
ADCY1
AGBL1
ANKRD13D
ANO7
ARID5B
ATP8A2
CA4
CASP8
CASQ2
CHD5
CNTNAP5
ELF4
ELMSAN1
EXOC4
GABRA2
GBF1
HERC1
HRAS
ITGB1
JMJD1C
KCNK5
KDM4B
KEAP1
KIF6
KLHDC7A
KMT2D
KRT75
KRT78
LCP1
LDB3
LRRC37A3
LTBP1
MGAM
MTR
MYO3B
NFE2L2
NID2
NOTCH1
NPFFR2
OR4C12
OR9K2
PAPPA2
PC
PCDHB6
PDE10A
PGBD2
PKP4
PLXNA1
RARG
RP1L1
RSPO2
SIN3B
SLC10A2
SLC13A3
SLFN5
SORCS1
SRRM2
TFRC
TMC4
TMEM132E
TMEM2
TRIM27
TRPS1
CELSR2
DNAH9
VHL
MET
DNMT3A
FLT3
IDH2
KIT
ABCC10
ALMS1
CIC
IDH1
ITIH6
ITPR2
LRP1
MYO1F
NIPBL
RYR2
SELE
SLC26A8
TMPRSS15
ZNF142
CFAP46
EEF1A1
ITGB4
ITPR3
NLGN1
PLCB1
SF3B1
SORCS3
TG
UNC45B
UNC80
ZFPM2
ABI3BP
ADAMTS2
AGXT2
AKR1B15
ANKHD1-EIF4EBP3
ANKRD34A
ATP1A4
BCORL1
BMP15
BMS1
CADPS
CCDC136
CCDC64
CCDC87
CCIN
CCR8
CD34
CDH10
CDH18
CDYL
CILP2
CMKLR1
CNKSR1
COL11A1
COL12A1
COL1A1
COL4A2
CPSF1
CSMD3
DDX27
DIO2
DLGAP3
DMBT1
DSEL
ELMO1
EPHA3
EPHA6
EPHB6
F2RL2
FAM71A
FASN
FCGR3B
FHDC1
FNDC1
FOXN3
FSTL5
GABRA4
GCDH
GCN1L1
HBG2
HIVEP3
IGKV6-21
ISL1
ITGA2
ITGAE
KCNB1
KCNQ2
LILRB2
LPPR4
LUM
MAP2
MARCO
MCAM
ME3
MECP2
MOCOS
MOV10
MROH2B
MTMR8
MYH7
NAV3
NCOR1
NID1
NLGN3
NOTCH4
NPAP1
NRXN1
OR1S1
OR4X2
OR52K1
OR5D13
OR5K4
OR5L1
OR8U1
OTOF
PARD3B
PCDH15
PKHD1
PRPF4B
PTK7
PTPRJ
REG1B
RIF1
RLIM
RNF20
RPS6KA2
RYR1
SAFB2
SATB2
SBSN
SERPINA9
SERPINE2
SH3BP5L
SIRPA
SLC32A1
SLC38A8
SLC44A5
SLC5A11
SLC6A13
SLC9A6
SLITRK6
SMO
SPATA31E1
SPATA5
SPATC1
SPTB
SPTBN5
ST6GAL2
ST8SIA3
STAG2
STK11
STON1-GTF2A1L
STXBP5L
SYNE2
TAS2R19
TAT
TBX22
TCTEX1D1
TEX13A
TMTC1
TNR
TPTE
TRIP13
TRO
TTLL5
TULP4
UBE3C
UNC93A
USP17L2
VCAN
VWA3B
WDR17
ZFHX4
ZMAT4
ZNF282
ACAN
ADAM18
AOX1
APCS
ARHGAP33
ATP2B1
BRINP3
C2CD5
CACNA1A
CACNA1F
CD93
CDK15
CFAP47
CFAP61
CFH
CHRNB3
CNBD1
CNTN5
CNTNAP4
COL11A2
COL22A1
CWH43
CYP8B1
DCAF5
DCX
DPPA4
DPYSL5
DYRK1B
ENAM
EPHA5
FBXO22
FGF23
GEMIN5
GOLGA3
GRIA1
HERC4
HK3
HTRA4
IGHMBP2
IL1RL1
IRF8
KDM6A
KIAA0319
KLHL4
KRTAP24-1
LAMP3
LAPTM4B
LDB2
LRFN5
LRRC4B
LTBP2
MAGI3
MAST2
MKX
MTNR1B
MYADM
MYH1
MYH2
MYO16
NINL
NLRP12
NR1H4
NXPH2
OPRL1
OR10G8
OR13C8
OR52E2
OR5K1
PAX7
PCDH11X
PCDHB3
PDE11A
PDGFRA
PHC3
PNPLA1
POGLUT1
PRR23A
PSG8
PTPRG
RDH8
RPAP1
RUNX1T1
SELPLG
SH3RF2
SLC45A1
SLC9A2
SMG6
SMPD4
SORCS2
SPHKAP
SPTBN4
ST6GALNAC3
THSD7B
TKTL2
TMPRSS9
TNFRSF11A
TP63
TYK2
UMOD
UNC5A
VCAM1
VGF
ZFP64
ZFR2
ZNF254
AGAP4
ANKRD27
GRIN2A
IQGAP2
NF1
OR10C1
PRUNE2
TAS2R1
TENM1
ANO3
STAB1
SPOP
ABCA9
DCC
DMRT3
DOCK10
KATNAL2
KCNA2
LOXHD1
NRXN2
SCN7A
SNTG2
TRPM6
FCGBP
SCN2A
SCN9A
ABCA10
ABCC2
ABCC9
ADGRV1
ADRA1A
AGO1
AIFM3
AMPD2
AMPH
AMY2B
ANKRD50
ANTXR1
AP3D1
AP4E1
ARID1A
ARNT2
ASCC2
ATF7IP2
ATRX
BEND4
BNC2
BTBD11
C1QTNF1
C20orf195
C3
CASKIN1
CASP10
CASP5
CATSPERB
CC2D2A
CCDC141
CCDC170
CD7
CDH1
CDH9
CDS2
CEP170
CEP250
CHRNA6
CLK2
CNTN4
COL3A1
COLGALT1
CR1
CREB3L3
CRX
CTCFL
CX3CL1
CXXC1
CYP2A6
DCLK1
DCT
DHX8
DIS3L2
DOCK7
DOLK
DOPEY2
DYNC2H1
E2F8
EDNRB
ERICH3
ESF1
EVC
FAM120C
FAM160A2
FAM21A
FCRL3
FLRT2
FMNL2
FRYL
FSHR
GABRG2
GAK
GALR2
GBA
GEN1
GGA3
GPC6
GPR162
GPR6
GRIN3A
GRM5
HDAC5
HELQ
HOXD4
IGHM
IKBKE
IRF2
KIAA0232
KIAA2022
KIF15
KIF27
LAMA2
LPP
LRFN3
LRP1B
LRRC3B
MAGEC1
MAGEC3
MAK16
MAN2B2
MAP2K7
MAP3K4
MCF2L2
MCOLN2
MDC1
MPDZ
MST1R
MUC17
MUC6
MYEF2
MYH11
MYH9
MYO1C
NCAPG
NKX2-3
NRAP
NRK
NUAK1
NUP98
OR2G6
OR2T12
OR56B1
OR5B2
OR5J2
OR8G1
P2RX2
PAK2
PCCA
PCDHB15
PCK1
PKD1L2
PLEKHM2
PML
PPEF1
PRKCG
PRTG
PZP
RBP3
RELN
REST
RGPD4
RGS12
RNF31
RPH3AL
SEC31B
SEZ6
SF1
SH3PXD2A
SLC17A4
SLC22A9
SLC27A2
SLC35F2
SLC35G3
SLC36A1
SLC44A4
SLCO5A1
SLITRK2
STAG1
STK36
SUN1
SYNPO2L
TAAR6
TBC1D32
TENM3
THRAP3
TLN1
TMEM255B
TONSL
TRIM49C
USP24
USP40
VCPIP1
WDR35
WDR62
WIZ
WWC3
YTHDC1
ZBTB11
ZBTB7A
ZFAND4
ZFP42
ZFP91
ZFYVE28
ZNF100
ZNF227
ZNF548
ZNF782
ZNF814
ZWINT
GTF2I
PPP2R1A
CYSLTR2
GNA11
GNAQ
AADAT
ACAT1
ADGRB3
ALG2
AMD1
ANKRD31
APLNR
APOB
ARHGAP28
ARHGEF10L
ARHGEF17
ATG13
ATP7A
ATRIP
AVIL
AZGP1
BANK1
BAZ1A
BBS2
BCAS4
BNIP1
BRCC3
C10orf90
C12orf65
C16orf92
C16orf96
C17orf104
C17orf47
C19orf54
C6orf15
CA11
CABP4
CAGE1
CCDC102B
CCDC108
CCHCR1
CCL24
CCNA2
CCR3
CD1D
CD40LG
CDK5RAP2
CECR2
CELA3A
CEP290
CFHR3
CHD4
CLEC7A
CLIC2
CLP1
CNBD2
COBL
COL28A1
COL4A1
COPA
CPS1
CR2
CRTC2
CSAD
CSF2RB
CTCF
CTDSPL2
CTGLF11P
CXCR5
CYB561A3
CYP3A43
CYP7B1
DCST2
DDB2
DDX10
DDX46
DHX16
DHX34
DICER1
DMRT2
DNAJA2
DOCK2
DOK6
DRC7
DUSP22
EEF1D
EEF2
EPO
EPS8
EPYC
ESYT2
ETV3L
FADS3
FAM122C
FAM221B
FAM69A
FANCE
FATE1
FDFT1
FERMT2
FEZ1
FKBP5
FOXA2
FSIP1
GABBR1
GAPDHS
GATAD2A
GATAD2B
GATB
GCM1
GDPD4
GJD2
GJD4
GK
GLIPR2
GLP2R
GLYATL3
GLYR1
GOLGA6L6
GRM3
GRM8
GSTCD
GUCY2F
GYS2
H2AFY2
HADHA
HAO2
HDHD1
HEATR5B
HIST1H1E
HIVEP2
HNF1A
HPS1
HPS3
HSPA5
HTR3A
HUWE1
IDI1
IFIT2
IGFN1
IL12A
IL19
IL1RAPL2
IL20
IL22RA2
IL5RA
INHBC
INTS8
KCNA4
KCNH4
KCTD5
KCTD7
KIAA0586
KIF5A
KIFC3
KIRREL2
KRT79
LAG3
LDHC
LMAN2L
LMOD1
LRRC14
LRRC4
LSM12
MAP2K6
MAP4K3
MED23
MEF2C
MLST8
MORC2
MPEG1
MPHOSPH10
MPP2
MPRIP
MSANTD4
MTF1
MTIF2
MTMR4
MYB
MYCBPAP
MYO5A
MYO7A
MYO9A
NAALAD2
NAT2
NBN
NCKAP5
NEDD4L
NEK10
NKX2-2
NOS2
NPFFR1
NR1I3
NRBP1
NSMCE1
NUP85
OLFML2A
OR10A7
OR10D3
OR10H4
OR2C1
OR2T33
OR2T8
OR5K3
P2RY4
P4HA3
PAK3
PAN3
PARP2
PARPBP
PDE6A
PEX5L
PIGO
PIGR
PIK3C3
PIK3R4
PIM1
PIP5K1A
PLEK
PLEK2
PLEKHG6
PNMAL1
POLDIP2
POM121L2
POMGNT1
POPDC3
PPIL4
PPM1L
PRDM6
PROM1
PSIP1
PYGM
RAB24
RADIL
RAE1
RBM28
REXO1
RGL3
RIMS3
ROCK2
RPRD1A
RPSAP58
RRP8
RSAD1
RSRC1
RXFP1
S100A7L2
S100Z
SARS2
SBF2
SCRN2
SDR42E1
SERINC3
SERPINB1
SFT2D2
SGCD
SH2D7
SIPA1L1
SLC11A2
SLC12A9
SLC17A9
SLC19A2
SLC22A24
SLC29A3
SLC35B2
SLC38A4
SLC5A9
SLC7A2
SMC1A
SOCS7
SOS1
SPATA31A3
SPCS2
SPDYE4
SPIRE1
SPTLC2
SRSF6
STAU2
SYT2
SZT2
TAF10
TAF9B
TAS2R10
TAS2R39
TCAIM
TCEA3
TEFM
TMC6
TMEM130
TMEM200C
TMEM37
TMEM56
TMX2
TRIM65
TRIM67
TRPC5
TRPM2
TTC16
TTC21B
TTLL1
TUBGCP2
TUBGCP5
TWF1
UBA1
UBXN6
UFD1L
UGT1A7
UNC13A
UNC13C
USP21
USP32
UTP14A
UTP14C
VANGL2
VDR
VIPAS39
VPS45
VWF
WDR13
WDR25
WDR44
WNT8B
ZBED2
ZDHHC12
ZNF169
ZNF214
ZNF394
ZNF442
ZNF480
ZNF627
ZNF682
ZNF732
ZNF878
ZNF90
ZNF92
ZNFX1
ZSCAN30
ZSWIM3
